Wall time,Step,Value
1577713418.154701,0,-144.7703094482422
1577713443.239719,1,-105.5011215209961
1577713466.94659,2,-105.45050811767578
1577713490.830546,3,-106.84954071044922
1577713525.3275788,4,-93.42262268066406
1577713549.080147,5,-87.71216583251953
1577713572.744396,6,-74.88681030273438
1577713596.515119,7,-70.31271362304688
1577713628.986397,8,-64.5710678100586
1577713652.9393559,9,-60.32563400268555
1577713676.816939,10,-58.854469299316406
1577713701.8210502,11,-53.242515563964844
1577713734.439032,12,-48.16461944580078
1577713758.308714,13,-42.921180725097656
1577713782.4656708,14,-40.38576126098633
1577713806.764547,15,-36.089298248291016
1577713839.569988,16,-27.858413696289062
1577713863.81514,17,-20.438899993896484
1577713888.126892,18,-17.79261016845703
1577713912.227626,19,-18.1502742767334
1577713945.108722,20,-17.9903621673584
1577713969.058493,21,-11.741365432739258
1577713992.816826,22,-10.035051345825195
1577714016.606381,23,-9.38571834564209
1577714049.261709,24,-4.437770366668701
1577714072.885002,25,4.49626350402832
1577714096.570672,26,6.258032321929932
1577714120.403557,27,10.912124633789062
1577714152.978558,28,7.8731689453125
1577714176.755391,29,17.239412307739258
1577714200.947701,30,20.102842330932617
1577714224.97227,31,32.894432067871094
1577714257.385602,32,43.276222229003906
1577714281.519626,33,51.44681930541992
1577714306.303371,34,48.205955505371094
1577714330.391913,35,48.81428527832031
1577714362.992314,36,60.66530990600586
1577714387.0151,37,72.09339904785156
1577714411.177144,38,81.6580810546875
1577714435.126806,39,87.0382308959961
1577714468.4722528,40,95.29804992675781
1577714492.489685,41,99.30509948730469
1577714516.344393,42,104.6061019897461
1577714540.433834,43,109.95356750488281
1577714572.7715788,44,119.81037139892578
1577714596.694755,45,126.14136505126953
1577714620.877138,46,112.04668426513672
1577714644.581711,47,110.72022247314453
1577714677.206933,48,122.0013198852539
1577714701.209069,49,128.1818084716797
1577714726.702208,50,123.96031951904297
1577714750.6970382,51,123.17488861083984
1577714783.832736,52,118.67449188232422
1577714807.900866,53,145.3789825439453
1577714832.504245,54,170.31167602539062
1577714858.430184,55,176.1165771484375
1577714899.431463,56,174.20220947265625
1577714928.763188,57,165.9017791748047
1577714957.520483,58,171.62319946289062
1577714986.1859672,59,189.8037567138672
1577715018.630825,60,203.0324249267578
1577715042.655324,61,216.29539489746094
1577715066.429822,62,221.86366271972656
1577715091.254475,63,225.99261474609375
1577715123.431705,64,238.5068817138672
1577715147.347023,65,256.54986572265625
1577715171.196758,66,259.92669677734375
1577715195.3565068,67,252.37759399414062
1577715227.599047,68,239.84796142578125
1577715253.102937,69,234.3528289794922
1577715277.6510878,70,245.063720703125
1577715302.638313,71,256.5415344238281
1577715335.062891,72,260.94573974609375
1577715358.971061,73,252.32742309570312
1577715382.553375,74,252.2744140625
1577715406.48563,75,255.27601623535156
1577715438.820259,76,258.5068359375
1577715462.722333,77,264.54608154296875
1577715487.6676888,78,274.3741760253906
1577715511.522345,79,296.8763732910156
1577715543.8404942,80,296.7392272949219
1577715568.255656,81,306.81884765625
1577715592.011162,82,308.68939208984375
1577715615.686642,83,278.2222595214844
1577715647.800204,84,279.6739501953125
1577715671.651443,85,319.2314758300781
1577715695.4101021,86,316.4549255371094
1577715720.317827,87,324.8883972167969
1577715752.498135,88,286.3575134277344
1577715776.229228,89,323.1835632324219
1577715800.0094771,90,297.9527587890625
1577715823.6512709,91,282.0417785644531
1577715855.776118,92,272.4918518066406
1577715881.055443,93,273.2973327636719
1577715905.120359,94,240.31167602539062
1577715928.970041,95,240.68003845214844
1577715961.36015,96,262.1421813964844
1577715985.109514,97,284.3421936035156
1577716009.571712,98,304.3226013183594
1577716033.346268,99,324.41729736328125
