Wall time,Step,Value
1577706273.874589,0,-103.08722686767578
1577706293.1747851,1,-115.19808197021484
1577706321.0646908,2,-69.30484008789062
1577706340.427618,3,-54.601470947265625
1577706370.210593,4,-57.02397155761719
1577706392.084167,5,-58.72584915161133
1577706422.1971169,6,-62.86958694458008
1577706442.079574,7,-48.652748107910156
1577706478.607688,8,-73.98477172851562
1577706507.982563,9,-76.25717163085938
1577706546.624047,10,-70.66567993164062
1577706573.637694,11,-40.85845184326172
1577706611.904073,12,-29.59838104248047
1577706641.331841,13,-67.22476959228516
1577706669.854275,14,-54.7322998046875
1577706692.436647,15,-50.828495025634766
1577706732.077796,16,-74.82990264892578
1577706760.052245,17,-28.99683952331543
1577706793.284918,18,20.076875686645508
1577706819.6251001,19,-49.509483337402344
1577706856.6820061,20,-32.312232971191406
1577706877.6349518,21,-48.11820983886719
1577706906.4829462,22,-37.507266998291016
1577706929.252747,23,-42.62144470214844
1577706969.571648,24,-47.90354537963867
1577707010.722402,25,-55.87691879272461
1577707044.5212312,26,-51.807342529296875
1577707064.74424,27,-93.19639587402344
1577707097.0909388,28,-49.504676818847656
1577707119.756074,29,11.946928024291992
1577707154.502285,30,9.834529876708984
1577707184.4953222,31,-48.84443283081055
1577707214.5218291,32,-20.551986694335938
1577707235.064599,33,-19.210845947265625
1577707266.500486,34,-55.573463439941406
1577707287.321846,35,-35.47793197631836
1577707318.070807,36,-43.65788269042969
1577707340.123615,37,-39.00808334350586
1577707369.23333,38,-47.000892639160156
1577707392.0575,39,1.8582611083984375
1577707423.447298,40,-33.764808654785156
1577707446.004297,41,-15.637393951416016
1577707482.793615,42,-20.507080078125
1577707503.128983,43,-0.32002684473991394
1577707532.4873228,44,-12.782779693603516
1577707552.256993,45,-7.526172637939453
1577707581.120994,46,-12.895334243774414
1577707602.26912,47,-14.039596557617188
1577707636.7473989,48,-33.2952880859375
1577707659.474133,49,4.544666290283203
1577707698.006627,50,-43.48554229736328
1577707720.396636,51,-6.705746650695801
1577707750.870133,52,-13.744392395019531
1577707772.42738,53,-35.9942512512207
1577707805.26829,54,-30.207584381103516
1577707825.594948,55,-36.77865982055664
1577707855.60344,56,16.435348510742188
1577707876.7552462,57,-36.42842102050781
1577707905.484673,58,-7.9769673347473145
1577707925.401193,59,-31.355226516723633
1577707953.695752,60,-25.65652084350586
1577707975.048353,61,-15.121081352233887
1577708006.685896,62,-24.79589080810547
1577708027.193805,63,-33.5091552734375
1577708056.172957,64,-26.511741638183594
1577708076.275412,65,-36.45112228393555
1577708106.263137,66,-12.107634544372559
1577708129.359927,67,-16.99578857421875
1577708159.832375,68,-34.43718719482422
1577708180.859185,69,-8.153377532958984
1577708210.5589929,70,-0.6730341911315918
1577708230.657105,71,-7.7888994216918945
1577708259.874559,72,-5.144528388977051
1577708280.445159,73,-27.89769172668457
1577708309.253304,74,21.282251358032227
1577708328.88207,75,20.163127899169922
1577708357.509789,76,-6.689948081970215
1577708377.121493,77,-20.666311264038086
1577708407.070372,78,49.0535888671875
1577708428.8699222,79,-2.0650196075439453
1577708458.341917,80,0.6640275716781616
1577708481.451961,81,-1.5913734436035156
1577708512.179845,82,21.213695526123047
1577708533.027512,83,2.2649779319763184
1577708561.701525,84,-6.671957969665527
1577708582.221289,85,-0.686500072479248
1577708614.386505,86,-6.507824897766113
1577708634.890684,87,5.096189022064209
1577708663.4018261,88,7.417325019836426
1577708683.232712,89,-18.5285701751709
1577708711.5147982,90,5.290191650390625
1577708731.290865,91,-11.205511093139648
1577708759.509948,92,-2.9402637481689453
1577708779.229808,93,-1.809293270111084
1577708808.588115,94,8.703248023986816
1577708830.009151,95,14.108633995056152
1577708859.31186,96,33.37932586669922
1577708882.4236858,97,8.19639778137207
1577708911.710052,98,3.1052379608154297
1577708933.772358,99,8.00113582611084
